1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244
481,0.7177,2004,Female,,18-24,North,,Married or Couple,Yes,2,,0,,No,No,No,,Other/Do not Know/Refused ,In Paid Employment ,C1,No,In Paid Employment ,Do not Know,50000,,,,,Yes,,Not applicable,Not applicable,Not applicable,,Not applicable,,,330,0.0792,,4,Yes,Yes,Yes,No,No,No,No,No,Yes,Owned mortgage,owner,Owned mortgage,Yes,100000-109999,105000,,Yes,,50000-59999,55000,30000-59999,1.100000024,,,400-449,425,0.101999998,,0.1-0.2,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,0.9279,2004,Female,,18-24,Greater London,,Never Married,No,1,,0,,No,No,No,,Other/Do not Know/Refused ,In Paid Employment ,C1,No,In Paid Employment ,Do not Know,Not applicable,,,,,Refused,,Not applicable,Not applicable,Not applicable,,Not applicable,,,Not applicable,Not applicable,,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Owned outright,owner,Owned outright,No,Not applicable,Not applicable,,No,,Not applicable,0,0,Not applicable,,,Not applicable,0,Not applicable,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,0.4452,2004,Male,,65+,Wales,,Never Married,Yes,1,,0,,No,No,No,,Other/Do not Know/Refused ,Retired,E,Yes,Retired,Do not Know,3500,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Owned outright,owner,Owned outright,No,Not applicable,Not applicable,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1.4805,2004,Female,,25-34,North West,,Married or Couple,Yes,4,,2,,Yes,Yes,No,,Other/Do not Know/Refused ,In Paid Employment ,C1,Yes,In Paid Employment ,Do not Know,21250,,,,,Yes,,Not applicable,Not applicable,Not applicable,,Not applicable,,,Not applicable,Not applicable,,2,No,Yes,Yes,No,No,No,No,No,No,Owned mortgage,owner,Owned mortgage,Yes,150000-159999,155000,,Yes,,100000-109999,105000,90000-149999,4.941176414,,,550-599,575,0.324705869,,0.2-0.35,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,0.639,2004,Male,,65+,Greater London,,Widowed/Divorced/Separated,Yes,1,,0,,No,No,No,,Other/Do not Know/Refused ,Retired,D,Yes,Retired,Do not Know,5500,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Local Authority Rented,renter,renter,Not applicable,Not applicable,0,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,0.639,2004,Male,,65+,Greater London,,Married or Couple,Yes,2,,0,,No,No,No,,Other/Do not Know/Refused ,Retired,D,Yes,Retired,Do not Know,8500,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Local Authority Rented,renter,renter,Not applicable,Not applicable,0,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,1.0371,2004,Male,,45-54,Wales,,Married or Couple,Yes,2,,0,,No,No,No,,Other/Do not Know/Refused ,Self Employed,C2,Yes,Self Employed,Do not Know,Refused,,,,,No,,0,0,Not applicable,,Not applicable,,,0,Not applicable,,0,No,No,No,No,No,No,No,No,No,Owned mortgage,owner,Owned mortgage,Yes,230000-249999,240000,,Yes,,50000-59999,55000,30000-59999,Not applicable,,,300-349,325,Not applicable,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,1.0018,2004,Male,,25-34,North West,,Married or Couple,No,5+,,4,,Yes,No,Yes,,Other/Do not Know/Refused ,Unemployed,E,Yes,Unemployed,Do not Know,12500,,,,,Yes,,6500,5000-9999,0.519999981,,0.5-0.75,,,90,0.086400002,,2,No,Yes,Yes,No,No,No,No,No,No,Owned mortgage,owner,Owned mortgage,Yes,60000-69999,65000,,Yes,,20000-29999,25000,less than 30000,2,,,150-199,175,0.167999998,,0.1-0.2,,,,,,,,,,,,,,,,,,,,,,,,No,somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,0.8578,2004,Female,,55-64,Wales,,Married or Couple,Yes,2,,0,,No,No,No,,Other/Do not Know/Refused ,In Paid Employment ,C2,No,Retired,Do not Know,10500,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Owned outright,owner,Owned outright,Yes,90000-99999,95000,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1.7628,2004,Female,,55-64,South East,,Married or Couple,No,2,,0,,No,No,No,,Other/Do not Know/Refused ,In Paid Employment ,B,Yes,In Paid Employment ,Do not Know,Do not Know,,,,,No,,0,0,Not applicable,,Not applicable,,,0,Not applicable,,0,No,No,No,No,No,No,No,No,No,Owned mortgage,owner,Owned mortgage,Yes,300000-399999,350000,,Yes,,Do not Know,Do not Know,Not applicable,Not applicable,,,Do not Know,Do not Know,Not applicable,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,1.7499,2004,Male,,45-54,South East,,Never Married,Yes,2,,1,,Yes,No,No,,Other/Do not Know/Refused ,Something Else,C2,Yes,Something Else,Do not Know,5500,,,,,Yes,,Not applicable,Not applicable,Not applicable,,Not applicable,,,5,0.010909091,,2,No,No,Yes,Yes,No,No,No,No,No,Other/Do not Know/Refused/Do not Know/Refused,renter,renter,Not applicable,Not applicable,0,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.0678,2004,Female,,65+,Wales,,Widowed/Divorced/Separated,Yes,1,,0,,No,No,No,,Other/Do not Know/Refused ,Retired,D,Yes,Retired,Do not Know,5500,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Private rented,renter,renter,Not applicable,Not applicable,0,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,0.4036,2004,Female,,25-34,South West,,Never Married,No,1,,0,,No,No,No,,Other/Do not Know/Refused ,Not in work - long term illness or disability ,E,Yes,Not in work - long term illness or disability ,Do not Know,7000,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Other/Do not Know/Refused/Do not Know/Refused,renter,renter,Not applicable,Not applicable,0,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.7706,2004,Male,,65+,West Midlands,,Never Married,Yes,1,,0,,No,No,No,,Other/Do not Know/Refused ,Retired,C2,Yes,Retired,Do not Know,5500,,,,,No,,0,0,0,,0,,,0,0,,0,No,No,No,No,No,No,No,No,No,Local Authority Rented,renter,renter,Not applicable,Not applicable,0,,No,,Not applicable,0,0,0,,,Not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,No,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
