1,2,3,4,5,6,7,9,11,13,19,20,22,24,25,26,30,31,34,35,42,43,44,45,46,47,48,49,50,51,52,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,130,134,168,169,172,173,174,175,176,177,178,180
37,0.556,2010,FEMALE,82,65 aNd over,WEST MIDLANDS,MARRIED OR COUPLE,3,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,REFUSED,REFUSED,DO NOT KNOW,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,REFUSED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,REFUSED,REFUSED,,,,,,,,NO
1869,2.209,2010,FEMALE,29,25 to 34,SOUTH WEST,MARRIED OR COUPLE,3,1,VOCATIONAL QUALIFICATIONS,IN PAID EMPLOYMENT,YES,17500 to 24999,21250,less thaN 200,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP CONSTANT STRUGGLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT APPLICABLE,DO NOT KNOW,LESS THAN 500,250,NO,YES,NO,YES,NO,NO,NO,NO
786,0.921,2010,MALE,19,18 to 24,WALES,NEVER MARRIED,2,0,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,NO,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,LESS THAN 500,250,,,,,,,,NO
785,0.281,2010,FEMALE,85,65 aNd over,WALES,WIDOWED/DIVORCED/SEPARATED,1,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,6500 to 7499,7000,500 to 599,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,7000  to  7999,7500,,,,,,,,NO
1951,1.338,2010,MALE,71,65 aNd over,SOUTH EAST,WIDOWED/DIVORCED/SEPARATED,1,0,BACHELOR DEGREE OR EQUIVALENT,RETIRED,YES,11500 to 13499,12500,less thaN 200,YES,less thaN 200,0.008,0.083333336,1,NO,NO,NO,NO,NO,NO,YES,NO,NO,OWNED OUTRIGHT,KEEPING UP CONSTANT STRUGGLE,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NOT APPLICABLE,DO NOT KNOW,30000  to  34999,32500,NO,NO,NO,NO,NO,YES,NO,NO
1409,0.54,2010,FEMALE,72,65 aNd over,NORTH WEST,WIDOWED/DIVORCED/SEPARATED,1,0,VOCATIONAL QUALIFICATIONS,RETIRED,YES,REFUSED,REFUSED,DO NOT KNOW,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,REFUSED,REFUSED,,,,,,,,NO
1791,1.161,2010,FEMALE,28,25 to 34,NORTH WEST,MARRIED OR COUPLE,2,0,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,YES,11500 to 13499,12500,less thaN 200,YES,greater thaN 30000,3.200000048,33.33333206,2,NO,YES,YES,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,HAVE FINANCIAL PROBLEMS FALLEN BEHIND WITH MANY,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,HARDER,DO NOT KNOW,REFUSED,REFUSED,NO,NO,YES,NO,NO,NO,NO,NO
1273,1.043,2010,FEMALE,60,55 to 64,SCOTLAND,MARRIED OR COUPLE,3,0,NO FORMAL QUALIFICATIONS,IN PAID EMPLOYMENT,YES,REFUSED,REFUSED,REFUSED,REFUSED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,OWNED MORTGAGE,REFUSED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,REFUSED,DO NOT KNOW,REFUSED,REFUSED,NO,NO,NO,NO,NO,YES,NO,REFUSED
1037,1.417,2010,MALE,33,25 to 34,SOUTH EAST,MARRIED OR COUPLE,4,2,BACHELOR DEGREE OR EQUIVALENT,IN PAID EMPLOYMENT,NO,NOT APPLICABLE,NOT APPLICABLE,1400 to 1599,NO,NOT APPLICABLE,NOT APPLICABLE,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,THE SAME,DO NOT KNOW,10000  to  12499,11250,YES,YES,YES,YES,NO,NO,NO,YES
394,0.603,2010,MALE,22,18 to 24,YORKSHIRE AND HUMBERSIDE,MARRIED OR COUPLE,3,1,VOCATIONAL QUALIFICATIONS,SOMETHING ELSE,NO,13500 to 15499,14500,less thaN 200,YES,15000 to 19999,1.206896544,14.58333302,3,NO,YES,NO,YES,NO,NO,YES,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,HARDER,DO NOT KNOW,LESS THAN 500,250,YES,YES,NO,YES,NO,NO,NO,NO
783,0.453,2010,MALE,62,55 to 64,WALES,WIDOWED/DIVORCED/SEPARATED,1,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,less thaN 4500,2250,less thaN 200,YES,200 to 499,0.155555561,0.291666657,1,NO,NO,NO,NO,YES,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,THE SAME,DO NOT KNOW,LESS THAN 500,250,YES,YES,NO,NO,NO,NO,NO,NO
1864,0.605,2010,MALE,75,65 aNd over,WALES,MARRIED OR COUPLE,2,0,NO FORMAL QUALIFICATIONS,RETIRED,NO,9500 to 11499,10500,DO NOT KNOW,YES,REFUSED,NOT APPLICABLE,NOT APPLICABLE,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,45000  to  49999,47500,NO,NO,NO,NO,NO,YES,NO,NO
1925,0.833,2010,MALE,59,55 to 64,SOUTH EAST,MARRIED OR COUPLE,4,0,MASTERS/PHD OR EQUIVALENT,IN PAID EMPLOYMENT,NO,75000 to 99999,87500,DO NOT KNOW,YES,5000 to 5499,0.059999999,NOT APPLICABLE,2,NO,NO,YES,NO,NO,NO,NO,YES,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,500 to 999,750,NO,NO,NO,NO,NO,YES,NO,YES
1035,0.841,2010,FEMALE,21,18 to 24,SOUTH EAST,NEVER MARRIED,2,0,GCSE/O to LEVEL/CSE,UNEMPLOYED,NO,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,,,,,,,,NO
1185,0.487,2010,FEMALE,53,45 to 54,GREATER LONDON,MARRIED OR COUPLE,2,0,NO FORMAL QUALIFICATIONS,NOT ABLE TO WORK,YES,less thaN 4500,2250,less thaN 200,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HARDER,DO NOT KNOW,REFUSED,REFUSED,,,,,,,,NO
1832,1.218,2010,FEMALE,60,55 to 64,SOUTH EAST,MARRIED OR COUPLE,2,0,MASTERS/PHD OR EQUIVALENT,IN PAID EMPLOYMENT,YES,50000 to 74999,62500,less thaN 200,YES,3000 to 3499,0.052000001,2.708333254,2,NO,YES,NO,NO,NO,NO,YES,NO,NO,OWNED MORTGAGE,KEEPING UP CONSTANT STRUGGLE,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT APPLICABLE,DO NOT KNOW,LESS THAN 500,250,NO,YES,NO,NO,NO,NO,NO,YES
787,0.786,2010,MALE,61,55 to 64,WALES,MARRIED OR COUPLE,2,0,NO FORMAL QUALIFICATIONS,IN PAID EMPLOYMENT,NO,40000 to 49999,45000,REFUSED,NO,NOT APPLICABLE,0,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,6000  to  6999,6500,,,,,,,,NO
1130,0.702,2010,MALE,66,65 aNd over,NORTH WEST,NEVER MARRIED,1,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,7500 to 9499,8500,less thaN 200,YES,200 to 499,0.041176472,0.291666657,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HARDER,DO NOT KNOW,10000  to  12499,11250,YES,NO,NO,NO,NO,NO,NO,NO
1410,1.335,2010,MALE,24,18 to 24,NORTH WEST,NEVER MARRIED,2,1,A LEVEL,SOMETHING ELSE,YES,7500 to 9499,8500,less thaN 200,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,KEEPING UP CONSTANT STRUGGLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,HARDER,DO NOT KNOW,LESS THAN 500,250,,,,,,,,NO
1009,0.719,2010,FEMALE,28,25 to 34,SOUTH EAST,MARRIED OR COUPLE,3,1,VOCATIONAL QUALIFICATIONS,SOMETHING ELSE,NO,6500 to 7499,7000,less thaN 200,YES,10000 to 14999,1.785714269,10.41666698,4,YES,YES,YES,NO,NO,YES,NO,NO,NO,PRIVATE RENTED,KEEPING UP CONSTANT STRUGGLE,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,THE SAME,DO NOT KNOW,LESS THAN 500,250,NO,YES,NO,NO,YES,NO,NO,NO
608,0.503,2010,FEMALE,70,65 aNd over,NORTH,WIDOWED/DIVORCED/SEPARATED,1,0,GCSE/O to LEVEL/CSE,RETIRED,YES,REFUSED,REFUSED,400 to 499,YES,200 to 499,NOT APPLICABLE,0.064814813,1,NO,YES,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP STRUGGLE FROM TIME TO TIME,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,EASIER,DO NOT KNOW,8000  to  8999,8500,YES,NO,NO,NO,NO,NO,NO,YES
1872,0.799,2010,FEMALE,62,55 to 64,SCOTLAND,MARRIED OR COUPLE,2,0,VOCATIONAL QUALIFICATIONS,RETIRED,YES,9500 to 11499,10500,less thaN 200,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,25000  to  29999,27500,,,,,,,,NO
