1,2,3,4,5,6,7,9,11,13,19,20,22,24,25,26,30,31,34,35,42,43,44,45,46,47,48,49,50,51,52,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,130,134,168,169,172,173,174,175,176,177,178,180
652,0.702,2006,FEMALE,72,65 aNd over,SCOTLAND,WIDOWED/DIVORCED/SEPARATED,2,0,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,REFUSED,,REFUSED,NOT APPLICABLE,NOT APPLICABLE,,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,OWNED OUTRIGHT,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1128,1.606,2006,FEMALE,44,35 to 44,NORTH WEST,MARRIED OR COUPLE,3,1,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,REFUSED,,YES,3000 to 3499,NOT APPLICABLE,,1,NO,YES,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
341,0.663,2006,FEMALE,80,65 aNd over,WALES,MARRIED OR COUPLE,2,0,OTHER,RETIRED,YES,DO NOT KNOW,REFUSED,,YES,less thaN 200,NOT APPLICABLE,,1,NO,NO,NO,YES,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
141,1.785,2006,MALE,65,65 aNd over,GREATER LONDON,WIDOWED/DIVORCED/SEPARATED,2,0,OTHER,RETIRED,YES,DO NOT KNOW,7000,,NO,NOT APPLICABLE,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1812,1.742,2006,MALE,57,55 to 64,EAST ANGLIA,MARRIED OR COUPLE,2,0,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,REFUSED,,REFUSED,NOT APPLICABLE,NOT APPLICABLE,,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,OWNED OUTRIGHT,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
413,0.503,2006,MALE,32,25 to 34,SOUTH WEST,MARRIED OR COUPLE,3,1,VOCATIONAL QUALIFICATIONS,SOMETHING ELSE,NO,DO NOT KNOW,12500,,YES,greater thaN 30000,3.200000048,,3,NO,YES,YES,NO,NO,NO,YES,NO,NO,PRIVATE RENTED,DO NOT KNOW,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1382,0.367,2006,MALE,18,18 to 24,GREATER LONDON,NEVER MARRIED,5 aNd over,1,OTHER,FULL TIME STUDENT,NO,DO NOT KNOW,NOT APPLICABLE,,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,OWNED OUTRIGHT,DO NOT KNOW,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
459,1.407,2006,MALE,46,45 to 54,SOUTH EAST,WIDOWED/DIVORCED/SEPARATED,2,0,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,21250,,YES,2000 to 2499,0.108433738,,1,NO,YES,NO,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
133,0.437,2006,FEMALE,21,18 to 24,GREATER LONDON,NEVER MARRIED,2,0,OTHER,IN PAID EMPLOYMENT,NO,DO NOT KNOW,8500,,NO,NOT APPLICABLE,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
421,0.577,2006,MALE,38,35 to 44,SOUTH WEST,MARRIED OR COUPLE,2,0,OTHER,IN PAID EMPLOYMENT,NO,DO NOT KNOW,37500,,YES,4500 to 4999,0.126666665,,4,NO,YES,YES,YES,NO,NO,NO,NO,YES,LOCAL AUTHORITY RENTED,DO NOT KNOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1244,1.766,2006,FEMALE,72,65 aNd over,WEST MIDLANDS,MARRIED OR COUPLE,2,0,OTHER,RETIRED,YES,DO NOT KNOW,REFUSED,,NO,NOT APPLICABLE,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
204,0.555,2006,MALE,79,65 aNd over,WALES,WIDOWED/DIVORCED/SEPARATED,1,0,OTHER,RETIRED,YES,DO NOT KNOW,7000,,YES,less thaN 200,0.014285714,,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
525,0.818,2006,MALE,73,65 aNd over,SOUTH WEST,MARRIED OR COUPLE,2,0,MASTERS/PHD OR EQUIVALENT,RETIRED,NO,DO NOT KNOW,12500,,YES,2500 to 2999,0.219999999,,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
951,1.116,2006,FEMALE,80,65 aNd over,SCOTLAND,MARRIED OR COUPLE,2,0,OTHER,RETIRED,YES,DO NOT KNOW,REFUSED,,REFUSED,NOT APPLICABLE,NOT APPLICABLE,,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,OWNED OUTRIGHT,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1827,0.72,2006,FEMALE,38,35 to 44,YORKSHIRE AND HUMBERSIDE,NEVER MARRIED,1,0,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,10500,,NO,NOT APPLICABLE,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
19,0.556,2006,MALE,22,18 to 24,NORTH WEST,WIDOWED/DIVORCED/SEPARATED,2,1,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,12500,,NO,NOT APPLICABLE,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
666,0.905,2006,MALE,57,55 to 64,NORTH,MARRIED OR COUPLE,2,0,OTHER,FULL TIME STUDENT,NO,DO NOT KNOW,DO NOT KNOW,,NO,NOT APPLICABLE,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
20,1.233,2006,MALE,70,65 aNd over,NORTH WEST,MARRIED OR COUPLE,2,0,OTHER,RETIRED,NO,DO NOT KNOW,8500,,NO,NOT APPLICABLE,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
