1,2,3,4,5,6,7,9,11,13,19,20,22,24,25,26,30,31,34,35,42,43,44,45,46,47,48,49,50,51,52,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,130,134,168,169,172,173,174,175,176,177,178,180
328,0.706,2009,MALE,33,25 to 34,NORTH,NEVER MARRIED,1,0,NO FORMAL QUALIFICATIONS,NOT ABLE TO WORK,YES,4500 to 6499,5500,less thaN 200,YES,2000 to 2499,0.409090906,1.875,3,NO,YES,YES,NO,YES,NO,NO,NO,NO,PRIVATE RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,QUESTION NOT OFFERED,NO,NO,NO,NO,NO,NO,NO,YES,NO,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
356,1.321,2009,MALE,66,65 aNd over,EAST MIDLANDS,MARRIED OR COUPLE,2,0,NO FORMAL QUALIFICATIONS,RETIRED,NO,7500 to 9499,8500,DO NOT KNOW,YES,less thaN 200,0.011764706,NOT APPLICABLE,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
77,1.943,2009,FEMALE,42,35 to 44,SOUTH WEST,MARRIED OR COUPLE,5 aNd over,3,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,YES,30000 to 39999,35000,400 to 499,YES,500 to 999,0.021428572,0.138888896,1,NO,NO,NO,NO,NO,NO,YES,NO,NO,OWNED MORTGAGE,KEEPING UP CONSTANT STRUGGLE,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,NO,NO,NO,NO,NO,NO,NO,YES,NO,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
524,0.817,2009,MALE,70,65 aNd over,GREATER LONDON,MARRIED OR COUPLE,2,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,DO NOT KNOW,DO NOT KNOW,REFUSED,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
738,1.63,2009,FEMALE,45,45 to 54,SOUTH EAST,WIDOWED/DIVORCED/SEPARATED,2,1,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,YES,30000 to 39999,35000,900 to 999,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
819,1.028,2009,MALE,61,55 to 64,YORKSHIRE AND HUMBERSIDE,MARRIED OR COUPLE,2,0,VOCATIONAL QUALIFICATIONS,IN PAID EMPLOYMENT,NO,REFUSED,REFUSED,DO NOT KNOW,YES,less thaN 200,NOT APPLICABLE,NOT APPLICABLE,1,NO,NO,NO,YES,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
607,1.802,2009,MALE,53,45 to 54,SOUTH EAST,WIDOWED/DIVORCED/SEPARATED,2,0,A LEVEL,IN PAID EMPLOYMENT,YES,17500 to 24999,21250,300 to 399,YES,25000 to 29999,1.294117689,6.547618866,4,YES,NO,NO,NO,NO,NO,YES,YES,YES,PRIVATE RENTED,KEEPING UP CONSTANT STRUGGLE,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,QUESTION NOT OFFERED,NO,NO,NO,NO,NO,YES,YES,YES,NO,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
538,0.911,2009,MALE,60,55 to 64,NORTH WEST,MARRIED OR COUPLE,2,0,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,YES,greater thaN or equal to 100000,125000,2000 to 2999,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1025,0.63,2009,FEMALE,67,65 aNd over,WEST MIDLANDS,MARRIED OR COUPLE,2,0,GCSE/O to LEVEL/CSE,RETIRED,YES,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,YES,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP CONSTANT STRUGGLE,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,NO,YES,NO,NO,NO,NO,NO,NO,NO,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
870,1.515,2009,MALE,44,35 to 44,SOUTH EAST,MARRIED OR COUPLE,4,2,BACHELOR DEGREE OR EQUIVALENT,IN PAID EMPLOYMENT,NO,40000 to 49999,45000,300 to 399,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
561,0.79,2009,FEMALE,70,65 aNd over,WEST MIDLANDS,MARRIED OR COUPLE,2,0,OTHER,IN PAID EMPLOYMENT,YES,REFUSED,REFUSED,700 to 799,NO,NOT APPLICABLE,NOT APPLICABLE,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
825,0.758,2009,MALE,21,18 to 24,NORTH WEST,NEVER MARRIED,3,0,VOCATIONAL QUALIFICATIONS,UNEMPLOYED,NO,NOT APPLICABLE,NOT APPLICABLE,less thaN 200,NO,NOT APPLICABLE,NOT APPLICABLE,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP STRUGGLE FROM TIME TO TIME,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,QUESTION NOT OFFERED,YES,NO,NO,NO,NO,NO,NO,YES,NO,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
178,0.491,2009,FEMALE,71,65 aNd over,YORKSHIRE AND HUMBERSIDE,MARRIED OR COUPLE,2,0,MASTERS/PHD OR EQUIVALENT,RETIRED,NO,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,QUESTION NOT OFFERED,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1470,0.308,2009,FEMALE,73,65 aNd over,NORTH WEST,MARRIED OR COUPLE,5 aNd over,0,NO FORMAL QUALIFICATIONS,RETIRED,NO,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
914,0.908,2009,MALE,59,55 to 64,SOUTH EAST,MARRIED OR COUPLE,3,0,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,NO,40000 to 49999,45000,1000 to 1199,YES,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,2,NO,NO,YES,NO,NO,NO,NO,YES,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
623,0.828,2009,MALE,78,65 aNd over,SOUTH WEST,WIDOWED/DIVORCED/SEPARATED,1,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,6500 to 7499,7000,200 to 299,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP STRUGGLE FROM TIME TO TIME,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
351,1.319,2009,MALE,28,25 to 34,EAST MIDLANDS,MARRIED OR COUPLE,5 aNd over,3,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,NO,13500 to 15499,14500,less thaN 200,YES,2000 to 2499,0.155172408,1.875,2,NO,YES,NO,YES,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP STRUGGLE FROM TIME TO TIME,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,QUESTION NOT OFFERED,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,EASIER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1758,0.667,2009,FEMALE,22,18 to 24,WALES,NEVER MARRIED,2,0,A LEVEL,IN PAID EMPLOYMENT,YES,40000 to 49999,45000,700 to 799,YES,500 to 999,0.016666668,0.083333336,2,YES,NO,NO,NO,NO,NO,NO,NO,YES,PRIVATE RENTED,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
325,0.628,2009,MALE,62,55 to 64,WALES,NEVER MARRIED,2,0,NO FORMAL QUALIFICATIONS,RETIRED,NO,7500 to 9499,8500,less thaN 200,YES,15000 to 19999,2.058823586,14.58333302,1,NO,YES,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HARDER,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
1103,2.26,2009,FEMALE,38,35 to 44,EAST ANGLIA,MARRIED OR COUPLE,3,1,BACHELOR DEGREE OR EQUIVALENT,IN PAID EMPLOYMENT,YES,15500 to 17499,16500,400 to 499,YES,3000 to 3499,0.196969703,0.601851881,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,QUESTION NOT OFFERED,NO,NO,NO,NO,NO,NO,NO,NO,YES,THE SAME,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
961,0.48,2009,FEMALE,72,65 aNd over,WALES,MARRIED OR COUPLE,2,0,NO FORMAL QUALIFICATIONS,RETIRED,YES,DO NOT KNOW,DO NOT KNOW,400 to 499,YES,REFUSED,NOT APPLICABLE,NOT APPLICABLE,1,NO,NO,NO,NO,NO,YES,NO,NO,NO,OWNED OUTRIGHT,REFUSED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,QUESTION NOT OFFERED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,DO NOT KNOW,,,,,,,,,
