1,2,3,4,5,6,7,9,11,13,19,20,22,24,25,26,30,31,34,35,42,43,44,45,46,47,48,49,50,51,52,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,130,134,168,169,172,173,174,175,176,177,178,180
1433,0.713,2005,FEMALE,,55 to 64,NORTH,MARRIED OR COUPLE,2,0,OTHER,SELF EMPLOYED,YES,DO NOT KNOW,REFUSED,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
1205,1.402,2005,FEMALE,,35 to 44,SCOTLAND,NEVER MARRIED,1,0,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,21250,,NO,,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
1556,1.001,2005,FEMALE,,45 to 54,WALES,WIDOWED/DIVORCED/SEPARATED,1,0,OTHER,NOT ABLE TO WORK,YES,DO NOT KNOW,REFUSED,,REFUSED,,NOT APPLICABLE,,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
678,1.164,2005,FEMALE,,65 aNd over,GREATER LONDON,MARRIED OR COUPLE,2,0,OTHER,RETIRED,YES,DO NOT KNOW,DO NOT KNOW,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
1347,0.897,2005,MALE,,35 to 44,EAST ANGLIA,WIDOWED/DIVORCED/SEPARATED,5 aNd over,2,VOCATIONAL QUALIFICATIONS,IN PAID EMPLOYMENT,NO,DO NOT KNOW,NOT APPLICABLE,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,REFUSED,REFUSED,,,,,,,,
1129,0.764,2005,FEMALE,,45 to 54,NORTH,NEVER MARRIED,1,0,OTHER,SELF EMPLOYED,YES,DO NOT KNOW,REFUSED,,YES,,NOT APPLICABLE,,5,YES,YES,YES,NO,NO,NO,YES,NO,YES,PRIVATE RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,LESS THAN 500,250,,,,,,,,
608,1.317,2005,FEMALE,,55 to 64,SOUTH WEST,MARRIED OR COUPLE,2,0,OTHER,RETIRED,YES,DO NOT KNOW,REFUSED,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,GREATER THAN OR EQUAL TO 150000,175000,,,,,,,,
1455,1.035,2005,MALE,,25 to 34,EAST ANGLIA,MARRIED OR COUPLE,5 aNd over,3,OTHER,SOMETHING ELSE,NO,DO NOT KNOW,REFUSED,,YES,,NOT APPLICABLE,,1,NO,NO,NO,NO,YES,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
1019,0.619,2005,MALE,,18 to 24,EAST MIDLANDS,NEVER MARRIED,4,0,OTHER,IN PAID EMPLOYMENT,NO,DO NOT KNOW,NOT APPLICABLE,,YES,,NOT APPLICABLE,,1,NO,NO,NO,NO,NO,NO,NO,NO,YES,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
709,2.153,2005,MALE,,45 to 54,NORTH WEST,MARRIED OR COUPLE,3,0,OTHER,SELF EMPLOYED,NO,DO NOT KNOW,37500,,YES,,0.002,,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,7000  to  7999,7500,,,,,,,,
1048,1.648,2005,FEMALE,,65 aNd over,SCOTLAND,MARRIED OR COUPLE,3,0,OTHER,RETIRED,YES,DO NOT KNOW,REFUSED,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,REFUSED,REFUSED,,,,,,,,
178,0.714,2005,FEMALE,,18 to 24,GREATER LONDON,NEVER MARRIED,3,0,MASTERS/PHD OR EQUIVALENT,FULL TIME STUDENT,YES,DO NOT KNOW,REFUSED,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
289,1.004,2005,MALE,,25 to 34,WEST MIDLANDS,NEVER MARRIED,3,2,OTHER,SOMETHING ELSE,YES,DO NOT KNOW,7000,,DO NOT KNOW,,NOT APPLICABLE,,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
768,0.457,2005,MALE,,35 to 44,WALES,WIDOWED/DIVORCED/SEPARATED,2,1,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,DO NOT KNOW,,YES,,NOT APPLICABLE,,4,YES,YES,NO,YES,NO,NO,YES,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,LESS THAN 500,250,,,,,,,,
